i	j	x	r	mach	theta	press	temp
69	7	0.295697	0.46014	1.15584	0.9186	132.979	3889.72
70	7	0.302975	0.448078	1.15836	0.881415	132.564	3887.14
71	7	0.310308	0.436008	1.16094	0.841588	132.137	3884.47
72	7	0.317695	0.423935	1.16361	0.798948	131.698	3881.72
73	7	0.325134	0.411863	1.16636	0.753315	131.246	3878.89
74	7	0.332622	0.399796	1.16919	0.704496	130.782	3875.97
75	7	0.340157	0.387739	1.17209	0.652288	130.306	3872.97
76	7	0.347737	0.375696	1.17509	0.596469	129.817	3869.87
77	7	0.355358	0.363671	1.17816	0.536805	129.315	3866.69
78	7	0.363019	0.351668	1.18132	0.473034	128.801	3863.42
79	7	0.37072	0.339677	1.18384	0.423682	128.391	3860.8
80	7	0.378406	0.327762	1.18522	0.402873	128.167	3859.36
81	7	0.386054	0.315947	1.18684	0.375384	127.905	3857.69
82	7	0.39368	0.304206	1.1882	0.353853	127.684	3856.27
83	7	0.401324	0.292477	1.19005	0.318888	127.385	3854.34
84	7	0.408969	0.28079	1.19153	0.292906	127.147	3852.81
85	7	0.416644	0.2691	1.19367	0.248374	126.801	3850.58
86	7	0.42432	0.257452	1.19515	0.219829	126.563	3849.04
87	7	0.43202	0.245809	1.19726	0.173271	126.223	3846.84
88	7	0.439733	0.234194	1.19931	0.126379	125.894	3844.71
89	7	0.447449	0.222614	1.20112	0.0837338	125.604	3842.82
90	7	0.455177	0.21106	1.20357	0.0212071	125.211	3840.26
91	7	0.46291	0.199563	1.20644	0	124.752	3837.27
92	7	0.47066	0.188143	1.21062	0	124.085	3832.9
93	7	0.478436	0.176827	1.21605	0	123.222	3827.21
94	7	0.48624	0.165635	1.22224	0	122.242	3820.72
95	7	0.494073	0.15458	1.22891	0	121.191	3813.72
96	7	0.501932	0.143669	1.23591	0	120.094	3806.35
97	7	0.509813	0.132908	1.24315	0	118.967	3798.73
98	7	0.517713	0.1223	1.25056	0	117.818	3790.9
99	7	0.525627	0.111848	1.25812	0	116.653	3782.9
100	7	0.53355	0.101555	1.26581	0	115.476	3774.75
101	7	0.541476	0.0914234	1.27362	0	114.289	3766.47
102	7	0.549401	0.0814562	1.28152	0	113.094	3758.06
103	7	0.557317	0.071656	1.28951	0	111.894	3749.55
104	7	0.565219	0.0620254	1.29759	0	110.69	3740.93
105	7	0.5731	0.0525674	1.30573	0	109.483	3732.23
106	7	0.580952	0.043285	1.31394	0	108.276	3723.44
107	7	0.588769	0.0341814	1.32221	0	107.069	3714.57
108	7	0.596529	0.0252748	1.33053	0	105.863	3705.64
109	7	0.603669	0.0171966	1.33863	0	104.698	3696.93
110	7	0.604478	0.0162932	1.34596	0	103.652	3689.05
111	7	0.606414	0.0141545	1.35191	0	102.807	3682.63
112	7	0.60952	0.0107517	1.35602	0	102.225	3678.19
113	7	0.61384	0.00604258	1.35808	0	101.936	3675.98
114	7	0.619392	0	1.35808	0	101.936	3675.98

0	8	0.00646094	1.00003	1.14509	0.462736	134.764	3900.76
1	8	0.00733871	0.99848	1.14426	0.483154	134.902	3901.61
2	8	0.00831993	0.996749	1.14335	0.505562	135.054	3902.55
3	8	0.00940466	0.994829	1.14236	0.52983	135.219	3903.56
4	8	0.010593	0.992721	1.1413	0.555818	135.395	3904.64
5	8	0.0118851	0.990421	1.14018	0.583381	135.581	3905.78
6	8	0.013281	0.987929	1.13901	0.612363	135.778	3906.99
7	8	0.0147809	0.985242	1.13779	0.642604	135.982	3908.24
8	8	0.016385	0.982359	1.13652	0.673938	136.194	3909.53
9	8	0.0180934	0.979277	1.13522	0.706195	136.412	3910.86
10	8	0.0199063	0.975995	1.1339	0.739204	136.634	3912.21
11	8	0.0218239	0.972509	1.13255	0.772792	136.859	3913.58
12	8	0.0238464	0.968819	1.1312	0.806786	137.086	3914.96
13	8	0.0259741	0.964921	1.12984	0.841015	137.314	3916.34
14	8	0.0282071	0.960814	1.1285	0.87531	137.541	3917.72
15	8	0.0305457	0.956495	1.12716	0.909506	137.765	3919.07
16	8	0.0329901	0.951963	1.12585	0.943444	137.986	3920.41
17	8	0.0355406	0.947215	1.12457	0.976968	138.201	3921.71
18	8	0.0381975	0.942251	1.12333	1.00993	138.41	3922.97
19	8	0.0409608	0.937069	1.12214	1.0422	138.611	3924.18
20	8	0.0438309	0.931667	1.121	1.07363	138.804	3925.34
21	8	0.046808	0.926045	1.11992	1.10411	138.986	3926.43
22	8	0.0498921	0.920201	1.11891	1.13353	139.157	3927.46
23	8	0.0530836	0.914136	1.11798	1.16177	139.316	3928.41
24	8	0.0563824	0.90785	1.11712	1.18877	139.461	3929.28
25	8	0.0597888	0.901344	1.11634	1.21442	139.592	3930.07
26	8	0.0633027	0.894617	1.11566	1.23866	139.709	3930.76
27	8	0.0669241	0.887672	1.11506	1.26145	139.809	3931.37
28	8	0.0706531	0.88051	1.11456	1.28271	139.894	3931.87
29	8	0.0744895	0.873133	1.11416	1.30244	139.963	3932.28
30	8	0.0784331	0.865544	1.11385	1.32059	140.014	3932.59
31	8	0.0824839	0.857746	1.11365	1.33715	140.049	3932.8
32	8	0.0866414	0.849742	1.11355	1.35213	140.066	3932.9
33	8	0.0909054	0.841537	1.11355	1.36552	140.067	3932.9
34	8	0.0952755	0.833133	1.11364	1.37734	140.05	3932.8
35	8	0.0997512	0.824536	1.11384	1.38761	140.017	3932.6
36	8	0.104332	0.815751	1.11413	1.39637	139.967	3932.31
37	8	0.109017	0.806782	1.11452	1.40364	139.901	3931.91
38	8	0.113806	0.797634	1.115	1.40946	139.82	3931.43
39	8	0.118698	0.788313	1.11557	1.41389	139.723	3930.85
40	8	0.123692	0.778825	1.11623	1.41696	139.612	3930.18
41	8	0.128788	0.769175	1.11697	1.41873	139.487	3929.43
42	8	0.133984	0.759368	1.11779	1.41924	139.348	3928.6
43	8	0.139279	0.749411	1.11868	1.41855	139.196	3927.69
44	8	0.144673	0.739309	1.11965	1.4167	139.032	3926.71
45	8	0.150163	0.729068	1.12069	1.41373	138.856	3925.65
46	8	0.15575	0.718694	1.1218	1.40969	138.669	3924.53
47	8	0.161431	0.708192	1.12297	1.4046	138.471	3923.34
48	8	0.167206	0.697569	1.12421	1.3985	138.263	3922.08
49	8	0.173073	0.686829	1.1255	1.3914	138.045	3920.76
50	8	0.17903	0.675979	1.12685	1.38333	137.817	3919.39
51	8	0.185077	0.665024	1.12827	1.37427	137.579	3917.95
52	8	0.191211	0.653969	1.12973	1.36424	137.333	3916.46
53	8	0.197432	0.64282	1.13125	1.35322	137.077	3914.9
54	8	0.203737	0.631582	1.13283	1.34119	136.813	3913.3
55	8	0.210126	0.620261	1.13446	1.32811	136.539	3911.63
56	8	0.216596	0.608861	1.13615	1.31396	136.256	3909.91
57	8	0.223147	0.597389	1.13789	1.29867	135.965	3908.13
58	8	0.229776	0.585848	1.13969	1.28218	135.664	3906.29
59	8	0.236482	0.574245	1.14155	1.26444	135.354	3904.39
60	8	0.243262	0.562584	1.14346	1.24535	135.034	3902.43
61	8	0.250117	0.550871	1.14544	1.22484	134.705	3900.4
62	8	0.257043	0.539109	1.14748	1.20281	134.366	3898.31
63	8	0.264039	0.527304	1.14959	1.17916	134.016	3896.15
64	8	0.271103	0.515462	1.15176	1.15377	133.656	3893.92
65	8	0.278234	0.503586	1.154	1.12653	133.285	3891.62
66	8	0.285429	0.491682	1.15631	1.09731	132.903	3889.25
67	8	0.292688	0.479753	1.15869	1.06597	132.509	3886.8
68	8	0.300007	0.467806	1.16114	1.03239	132.104	3884.27
69	8	0.307385	0.455843	1.16367	0.99641	131.687	3881.66
70	8	0.31482	0.443871	1.16628	0.957878	131.258	3878.97
71	8	0.32231	0.431892	1.16897	0.916633	130.817	3876.19
72	8	0.329853	0.419913	1.17174	0.872506	130.364	3873.33
73	8	0.337447	0.407936	1.17459	0.825317	129.898	3870.39
74	8	0.345089	0.395966	1.17752	0.774878	129.42	3867.35
75	8	0.352777	0.384007	1.18053	0.720985	128.929	3864.23
76	8	0.360508	0.372064	1.18363	0.663422	128.426	3861.02
77	8	0.36828	0.36014	1.18681	0.601953	127.91	3857.72
78	8	0.376086	0.348238	1.18937	0.554873	127.495	3855.05
79	8	0.383865	0.336429	1.19082	0.536083	127.261	3853.55
80	8	0.39161	0.324716	1.1925	0.510811	126.99	3851.8
81	8	0.399329	0.313081	1.19393	0.491532	126.759	3850.31
82	8	0.407075	0.30145	1.19585	0.459177	126.45	3848.31
83	8	0.414817	0.289869	1.19741	0.43583	126.2	3846.69
84	8	0.422599	0.278272	1.19961	0.394453	125.845	3844.39
85	8	0.430375	0.26673	1.20119	0.369013	125.593	3842.75
86	8	0.438184	0.255182	1.20338	0.326162	125.242	3840.47
87	8	0.446006	0.243663	1.20551	0.283317	124.901	3838.24
88	8	0.453831	0.232184	1.20741	0.245005	124.596	3836.25
89	8	0.461677	0.220721	1.20995	0.1877	124.191	3833.59
90	8	0.469518	0.20931	1.21191	0.143773	123.88	3831.55
91	8	0.477361	0.197936	1.21408	0.0914235	123.534	3829.27
92	8	0.485206	0.186605	1.21682	0.020403	123.1	3826.41
93	8	0.493045	0.175346	1.21992	0	122.609	3823.16
94	8	0.500892	0.164178	1.22443	0	121.897	3818.43
95	8	0.508755	0.153127	1.23019	0	120.99	3812.37
96	8	0.516635	0.142214	1.2367	0	119.972	3805.53
97	8	0.524531	0.131449	1.24366	0	118.888	3798.19
98	8	0.532439	0.12084	1.25092	0	117.763	3790.52
99	8	0.540355	0.110393	1.2584	0	116.611	3782.61
100	8	0.548274	0.10011	1.26604	0	115.442	3774.51
101	8	0.556191	0.0899952	1.27381	0	114.26	3766.26
102	8	0.5641	0.0800515	1.28169	0	113.069	3757.88
103	8	0.571994	0.0702817	1.28966	0	111.871	3749.39
104	8	0.579868	0.0606887	1.29773	0	110.669	3740.78
105	8	0.587713	0.0512757	1.30586	0	109.464	3732.09
106	8	0.595522	0.0420459	1.31406	0	108.258	3723.31
107	8	0.603276	0.0330173	1.32232	0	107.053	3714.45
108	8	0.610413	0.0248276	1.3305	0	105.868	3705.67
109	8	0.611259	0.0238695	1.33825	0	104.753	3697.34
110	8	0.61322	0.0216775	1.34509	0	103.775	3689.98
111	8	0.616337	0.0182281	1.35057	0	102.997	3684.08
112	8	0.620657	0.0134837	1.35433	0	102.465	3680.02
113	8	0.626202	0.00742171	1.3562	0	102.2	3678
114	8	0.633001	0	1.3562	0	102.2	3678

0	9	0.00819515	1.00004	1.14865	0.586945	134.171	3897.11
1	9	0.00918418	0.998331	1.14776	0.609412	134.32	3898.03
2	9	0.0102776	0.996435	1.14679	0.633746	134.481	3899.02
3	9	0.0114756	0.994352	1.14575	0.659807	134.654	3900.09
4	9	0.0127783	0.992081	1.14465	0.687449	134.837	3901.21
5	9	0.0141858	0.989621	1.14349	0.716515	135.029	3902.4
6	9	0.0156983	0.986968	1.14229	0.746846	135.23	3903.63
7	9	0.0173161	0.984121	1.14105	0.778276	135.437	3904.9
8	9	0.0190392	0.981079	1.13977	0.810636	135.65	3906.2
9	9	0.020868	0.977838	1.13847	0.843753	135.867	3907.53
10	9	0.0228027	0.974398	1.13716	0.877455	136.088	3908.88
11	9	0.0248435	0.970756	1.13583	0.911568	136.31	3910.23
12	9	0.0269907	0.96691	1.1345	0.945922	136.532	3911.59
13	9	0.0292446	0.962858	1.13319	0.980348	136.753	3912.93
14	9	0.0316055	0.958598	1.13188	1.01468	136.972	3914.26
15	9	0.0340737	0.954128	1.1306	1.04876	137.186	3915.57
16	9	0.0366493	0.949446	1.12936	1.08243	137.396	3916.84
17	9	0.0393329	0.944551	1.12815	1.11555	137.599	3918.07
18	9	0.0421245	0.939441	1.12699	1.14797	137.794	3919.25
19	9	0.0450246	0.934116	1.12588	1.17957	137.981	3920.38
20	9	0.0480333	0.928574	1.12484	1.21022	138.157	3921.44
21	9	0.0511508	0.922814	1.12386	1.23981	138.322	3922.43
22	9	0.0543775	0.916837	1.12295	1.26823	138.474	3923.35
23	9	0.0577134	0.910643	1.12213	1.29541	138.614	3924.19
24	9	0.0611586	0.904231	1.12139	1.32125	138.739	3924.95
25	9	0.0647134	0.897603	1.12073	1.3457	138.85	3925.61
26	9	0.0683777	0.89076	1.12017	1.36868	138.945	3926.19
27	9	0.0721515	0.883704	1.1197	1.39016	139.025	3926.66
28	9	0.0760348	0.876436	1.11932	1.4101	139.088	3927.04
29	9	0.0800274	0.868959	1.11905	1.42847	139.135	3927.32
30	9	0.0841291	0.861276	1.11887	1.44527	139.164	3927.5
31	9	0.0883397	0.85339	1.11879	1.46048	139.177	3927.58
32	9	0.0926588	0.845305	1.11882	1.47412	139.173	3927.56
33	9	0.0970861	0.837024	1.11894	1.4862	139.153	3927.43
34	9	0.101621	0.828553	1.11916	1.49674	139.115	3927.21
35	9	0.106263	0.819894	1.11948	1.50576	139.062	3926.89
36	9	0.111011	0.811054	1.11989	1.51332	138.993	3926.47
37	9	0.115866	0.802038	1.12039	1.51944	138.908	3925.96
38	9	0.120825	0.792849	1.12098	1.52417	138.808	3925.36
39	9	0.125888	0.783494	1.12165	1.52757	138.694	3924.68
40	9	0.131054	0.773979	1.12241	1.52967	138.566	3923.91
41	9	0.136323	0.764307	1.12325	1.53053	138.425	3923.06
42	9	0.141693	0.754486	1.12416	1.5302	138.271	3922.13
43	9	0.147162	0.744521	1.12515	1.52873	138.104	3921.12
44	9	0.152731	0.734417	1.12621	1.52615	137.926	3920.05
45	9	0.158397	0.724181	1.12733	1.52251	137.737	3918.9
46	9	0.164159	0.713816	1.12852	1.51784	137.537	3917.69
47	9	0.170016	0.70333	1.12977	1.51218	137.326	3916.42
48	9	0.175967	0.692728	1.13108	1.50554	137.106	3915.08
49	9	0.18201	0.682014	1.13245	1.49794	136.876	3913.68
50	9	0.188143	0.671196	1.13388	1.48938	136.637	3912.23
51	9	0.194366	0.660277	1.13536	1.47987	136.388	3910.71
52	9	0.200676	0.649263	1.1369	1.46939	136.13	3909.14
53	9	0.207073	0.63816	1.1385	1.45791	135.864	3907.51
54	9	0.213554	0.626972	1.14015	1.44543	135.588	3905.82
55	9	0.220118	0.615705	1.14185	1.43188	135.303	3904.08
56	9	0.226763	0.604364	1.14361	1.41723	135.01	3902.28
57	9	0.233488	0.592954	1.14543	1.40142	134.707	3900.41
58	9	0.240291	0.581479	1.14731	1.38438	134.395	3898.49
59	9	0.24717	0.569946	1.14924	1.36603	134.073	3896.51
60	9	0.254124	0.558358	1.15124	1.3463	133.742	3894.46
61	9	0.261152	0.546721	1.1533	1.32509	133.4	3892.34
62	9	0.26825	0.535039	1.15542	1.3023	133.048	3890.15
63	9	0.275418	0.523317	1.15762	1.27783	132.686	3887.9
64	9	0.282654	0.511559	1.15988	1.25156	132.313	3885.57
65	9	0.289955	0.499771	1.16221	1.22337	131.929	3883.17
66	9	0.297321	0.487957	1.16461	1.19314	131.533	3880.69
67	9	0.304749	0.476122	1.16709	1.16073	131.126	3878.14
68	9	0.312238	0.464269	1.16964	1.126	130.707	3875.5
69	9	0.319784	0.452403	1.17227	1.08881	130.276	3872.78
70	9	0.327388	0.44053	1.17499	1.04901	129.833	3869.97
71	9	0.335045	0.428652	1.17778	1.00643	129.378	3867.08
72	9	0.342754	0.416774	1.18065	0.960919	128.91	3864.11
73	9	0.350513	0.404901	1.18361	0.912293	128.429	3861.04
74	9	0.35832	0.393036	1.18664	0.860369	127.937	3857.89
75	9	0.366171	0.381184	1.18977	0.804948	127.431	3854.64
76	9	0.374065	0.369348	1.19297	0.745815	126.914	3851.31
77	9	0.381987	0.357544	1.19558	0.701024	126.493	3848.59
78	9	0.389869	0.345851	1.1971	0.684229	126.249	3847.01
79	9	0.397719	0.334249	1.19885	0.661143	125.968	3845.19
80	9	0.405543	0.322729	1.20036	0.644063	125.725	3843.61
81	9	0.413399	0.311205	1.20235	0.614254	125.406	3841.54
82	9	0.421248	0.299737	1.20399	0.593447	125.144	3839.83
83	9	0.429147	0.288243	1.20627	0.555115	124.779	3837.45
84	9	0.437032	0.276815	1.20793	0.532621	124.514	3835.71
85	9	0.444961	0.26537	1.2102	0.493288	124.151	3833.33
86	9	0.452902	0.253956	1.21243	0.454247	123.798	3831.01
87	9	0.460846	0.242586	1.21444	0.419952	123.478	3828.9
88	9	0.46882	0.231221	1.21707	0.367487	123.061	3826.15
89	9	0.476783	0.219918	1.21914	0.328531	122.733	3823.98
90	9	0.484754	0.208649	1.22143	0.281877	122.37	3821.57
91	9	0.492736	0.197413	1.22427	0.217726	121.921	3818.59
92	9	0.500699	0.186248	1.22636	0.1717	121.593	3816.4
93	9	0.508655	0.175131	1.22873	0.11498	121.22	3813.91
94	9	0.516603	0.16407	1.23165	0.0390639	120.762	3810.84
95	9	0.524533	0.153091	1.2349	0	120.253	3807.42
96	9	0.532452	0.142217	1.23929	0	119.567	3802.79
97	9	0.540374	0.131467	1.24513	0	118.66	3796.64
98	9	0.548298	0.120865	1.25179	0	117.629	3789.6
99	9	0.556222	0.110423	1.25894	0	116.528	3782.04
100	9	0.564142	0.100149	1.2664	0	115.386	3774.13
101	9	0.572053	0.0900484	1.27407	0	114.22	3765.98
102	9	0.57995	0.080125	1.2819	0	113.037	3757.66
103	9	0.587825	0.0703825	1.28984	0	111.845	3749.2
104	9	0.595672	0.0608243	1.29788	0	110.647	3740.62
105	9	0.603484	0.0514538	1.306	0	109.444	3731.94
106	9	0.61124	0.0422891	1.31418	0	108.241	3723.18
107	9	0.618383	0.0339736	1.32237	0	107.046	3714.41
108	9	0.619277	0.0329468	1.33033	0	105.892	3705.86
109	9	0.621274	0.0306858	1.33773	0	104.827	3697.9
110	9	0.624413	0.0271719	1.34416	0	103.907	3690.98
111	9	0.628742	0.0223725	1.34925	0	103.183	3685.5
112	9	0.634285	0.01627	1.35273	0	102.69	3681.74
113	9	0.641076	0.00882636	1.35447	0	102.445	3679.87
114	9	0.649139	0	1.35447	0	102.445	3679.87

0	10	0.0101426	1.00006	1.15268	0.726428	133.503	3892.98
1	10	0.0112456	0.998193	1.15172	0.750834	133.661	3893.96
2	10	0.0124541	0.996139	1.1507	0.776973	133.83	3895
3	10	0.0137684	0.993898	1.14962	0.804699	134.01	3896.11
4	10	0.0151886	0.991471	1.14849	0.833857	134.198	3897.28
5	10	0.016715	0.988854	1.14731	0.864286	134.394	3898.48
6	10	0.0183477	0.986046	1.14609	0.89582	134.596	3899.73
7	10	0.0200869	0.983046	1.14484	0.92829	134.804	3901.01
8	10	0.0219331	0.979851	1.14357	0.961524	135.017	3902.32
9	10	0.0238864	0.97646	1.14228	0.995348	135.232	3903.64
10	10	0.0259472	0.97287	1.14098	1.02959	135.448	3904.97
11	10	0.0281158	0.969079	1.13969	1.06408	135.664	3906.29
12	10	0.0303925	0.965086	1.1384	1.09865	135.879	3907.61
13	10	0.0327776	0.960888	1.13713	1.13313	136.092	3908.91
14	10	0.0352715	0.956483	1.13588	1.16736	136.301	3910.18
15	10	0.0378746	0.951871	1.13467	1.20119	136.504	3911.42
16	10	0.0405871	0.94705	1.1335	1.23447	136.701	3912.62
17	10	0.0434095	0.942017	1.13237	1.26706	136.89	3913.77
18	10	0.0463421	0.936773	1.1313	1.29883	137.07	3914.86
19	10	0.0493851	0.931316	1.13029	1.32967	137.239	3915.89
20	10	0.0525388	0.925645	1.12935	1.35944	137.398	3916.85
21	10	0.0558036	0.919761	1.12847	1.38806	137.544	3917.74
22	10	0.0591796	0.913662	1.12768	1.41544	137.678	3918.54
23	10	0.062667	0.907351	1.12697	1.44149	137.797	3919.27
24	10	0.0662659	0.900827	1.12635	1.46615	137.902	3919.9
25	10	0.0699765	0.894092	1.12582	1.48935	137.991	3920.44
26	10	0.0737987	0.887146	1.12538	1.51106	138.065	3920.89
27	10	0.0777325	0.879993	1.12504	1.53123	138.123	3921.23
28	10	0.0817779	0.872634	1.12479	1.54984	138.164	3921.48
29	10	0.0859345	0.865072	1.12465	1.56689	138.189	3921.63
30	10	0.0902023	0.85731	1.1246	1.58236	138.197	3921.68
31	10	0.0945807	0.849352	1.12465	1.59627	138.188	3921.63
32	10	0.0990695	0.841201	1.1248	1.60862	138.163	3921.48
33	10	0.103668	0.832861	1.12504	1.61945	138.122	3921.23
34	10	0.108376	0.824336	1.12538	1.62877	138.065	3920.88
35	10	0.113192	0.815632	1.12582	1.63664	137.992	3920.44
36	10	0.118117	0.806753	1.12634	1.64308	137.903	3919.91
37	10	0.123148	0.797704	1.12695	1.64814	137.8	3919.29
38	10	0.128286	0.788489	1.12765	1.65188	137.683	3918.58
39	10	0.133528	0.779115	1.12843	1.65434	137.552	3917.78
40	10	0.138875	0.769587	1.12929	1.65558	137.408	3916.91
41	10	0.144325	0.75991	1.13022	1.65563	137.251	3915.96
42	10	0.149876	0.750089	1.13122	1.65456	137.082	3914.93
43	10	0.155528	0.74013	1.1323	1.6524	136.901	3913.84
44	10	0.16128	0.730038	1.13344	1.64919	136.71	3912.67
45	10	0.167129	0.719819	1.13465	1.64498	136.507	3911.44
46	10	0.173075	0.709479	1.13592	1.63978	136.295	3910.14
47	10	0.179116	0.699021	1.13725	1.63363	136.072	3908.78
48	10	0.185251	0.688453	1.13864	1.62653	135.84	3907.36
49	10	0.191478	0.677779	1.14009	1.6185	135.598	3905.88
50	10	0.197795	0.667005	1.14159	1.60953	135.347	3904.35
51	10	0.204202	0.656135	1.14315	1.59962	135.087	3902.75
52	10	0.210696	0.645175	1.14476	1.58874	134.818	3901.1
53	10	0.217277	0.634129	1.14643	1.57687	134.54	3899.39
54	10	0.223941	0.623004	1.14816	1.56397	134.254	3897.62
55	10	0.230689	0.611803	1.14994	1.54999	133.958	3895.79
56	10	0.237517	0.600532	1.15178	1.53488	133.652	3893.9
57	10	0.244425	0.589195	1.15367	1.51858	133.338	3891.95
58	10	0.251411	0.577798	1.15563	1.50101	133.014	3889.94
59	10	0.258472	0.566345	1.15765	1.48208	132.68	3887.86
60	10	0.265608	0.554841	1.15973	1.46173	132.336	3885.72
61	10	0.272817	0.543291	1.16188	1.43983	131.982	3883.51
62	10	0.280097	0.531698	1.1641	1.41631	131.618	3881.22
63	10	0.287446	0.520068	1.16638	1.39104	131.242	3878.87
64	10	0.294862	0.508406	1.16874	1.36391	130.856	3876.43
65	10	0.302344	0.496715	1.17117	1.3348	130.458	3873.92
66	10	0.30989	0.485	1.17367	1.30359	130.048	3871.34
67	10	0.317497	0.473266	1.17625	1.27014	129.627	3868.67
68	10	0.325165	0.461517	1.17891	1.23431	129.193	3865.91
69	10	0.33289	0.449756	1.18165	1.19597	128.748	3863.08
70	10	0.340671	0.437989	1.18446	1.15497	128.29	3860.15
71	10	0.348505	0.42622	1.18736	1.11115	127.82	3857.14
72	10	0.356391	0.414452	1.19035	1.06435	127.337	3854.04
73	10	0.364326	0.402689	1.19341	1.0144	126.842	3850.85
74	10	0.372307	0.390937	1.19657	0.961116	126.335	3847.57
75	10	0.380332	0.379198	1.1998	0.904311	125.815	3844.2
76	10	0.388379	0.367499	1.20246	0.861776	125.389	3841.43
77	10	0.396373	0.355931	1.20405	0.846912	125.134	3839.76
78	10	0.404338	0.344448	1.20587	0.825935	124.843	3837.86
79	10	0.412274	0.333051	1.20747	0.810953	124.588	3836.19
80	10	0.420249	0.321642	1.20953	0.783573	124.259	3834.04
81	10	0.428214	0.310295	1.21125	0.765158	123.984	3832.23
82	10	0.436239	0.298911	1.21361	0.729701	123.61	3829.77
83	10	0.444243	0.287604	1.21537	0.709935	123.33	3827.93
84	10	0.4523	0.27627	1.21773	0.673866	122.956	3825.46
85	10	0.46037	0.264967	1.22004	0.638318	122.59	3823.03
86	10	0.468441	0.253713	1.22216	0.607659	122.255	3820.81
87	10	0.476553	0.242452	1.22488	0.559576	121.826	3817.95
88	10	0.484648	0.231264	1.22707	0.525023	121.481	3815.65
89	10	0.492754	0.220107	1.22948	0.483372	121.102	3813.12
90	10	0.500882	0.208971	1.23243	0.425235	120.639	3810.01
91	10	0.508983	0.197921	1.23466	0.385288	120.29	3807.67
92	10	0.517083	0.186914	1.23718	0.335658	119.896	3805.01
93	10	0.525185	0.175953	1.24024	0.268377	119.42	3801.8
94	10	0.53326	0.165073	1.24277	0.212679	119.026	3799.13
95	10	0.541308	0.154269	1.24514	0.158341	118.658	3796.63
96	10	0.549338	0.143529	1.24814	0.081927	118.192	3793.45
97	10	0.557337	0.132875	1.25146	0	117.679	3789.95
98	10	0.565298	0.122338	1.25521	0	117.101	3785.98
99	10	0.573242	0.11193	1.26082	0	116.239	3780.04
100	10	0.581171	0.101677	1.26747	0	115.223	3772.99
101	10	0.589082	0.0915941	1.27471	0	114.123	3765.31
102	10	0.59697	0.0816916	1.2823	0	112.977	3757.23
103	10	0.604829	0.0719754	1.29012	0	111.804	3748.9
104	10	0.612653	0.0624503	1.29808	0	110.616	3740.4
105	10	0.620421	0.0531353	1.30616	0	109.42	3731.77
106	10	0.627579	0.0446794	1.31429	0	108.225	3723.07
107	10	0.628533	0.0435696	1.32233	0	107.051	3714.44
108	10	0.630576	0.0412238	1.33005	0	105.933	3706.16
109	10	0.633749	0.0376276	1.33712	0	104.914	3698.56
110	10	0.638098	0.0327531	1.3432	0	104.045	3692.02
111	10	0.643648	0.026588	1.34797	0	103.365	3686.87
112	10	0.650436	0.019099	1.35122	0	102.904	3683.37
113	10	0.658489	0.0102483	1.35285	0	102.674	3681.62
114	10	0.667827	0	1.35285	0	102.674	3681.62

0	11	0.0123064	1.00009	1.15717	0.881417	132.76	3888.36
1	11	0.0135264	0.998069	1.15617	0.90764	132.925	3889.39
2	11	0.0148533	0.995861	1.15511	0.935456	133.1	3890.48
3	11	0.0162872	0.993469	1.154	0.964712	133.284	3891.62
4	11	0.0178285	0.99089	1.15284	0.995245	133.475	3892.81
5	11	0.0194773	0.988124	1.15165	1.02689	133.673	3894.03
6	11	0.021234	0.985169	1.15043	1.05948	133.876	3895.29
7	11	0.0230989	0.982022	1.14918	1.09284	134.083	3896.56
8	11	0.0250724	0.978682	1.14792	1.12679	134.292	3897.86
9	11	0.0271547	0.975146	1.14666	1.16117	134.502	3899.15
10	11	0.0293463	0.971413	1.14539	1.1958	134.713	3900.45
11	11	0.0316475	0.967482	1.14414	1.23052	134.922	3901.74
12	11	0.0340587	0.963349	1.1429	1.26516	135.128	3903
13	11	0.0365804	0.959014	1.14169	1.29955	135.33	3904.24
14	11	0.0392128	0.954475	1.14051	1.33355	135.527	3905.45
15	11	0.0419566	0.94973	1.13937	1.36701	135.717	3906.61
16	11	0.044812	0.944779	1.13828	1.39978	135.899	3907.73
17	11	0.0477793	0.939619	1.13725	1.43174	136.073	3908.79
18	11	0.0508591	0.93425	1.13627	1.46277	136.236	3909.78
19	11	0.0540516	0.928672	1.13536	1.49274	136.388	3910.71
20	11	0.0573572	0.922885	1.13453	1.52157	136.528	3911.56
21	11	0.060776	0.916887	1.13377	1.54916	136.655	3912.34
22	11	0.0643084	0.91068	1.1331	1.57543	136.768	3913.02
23	11	0.0679546	0.904264	1.13251	1.60031	136.866	3913.62
24	11	0.0717145	0.897641	1.13201	1.62375	136.95	3914.13
25	11	0.0755884	0.890811	1.13161	1.6457	137.018	3914.54
26	11	0.0795761	0.883777	1.1313	1.66612	137.07	3914.86
27	11	0.0836776	0.876541	1.13108	1.685	137.106	3915.08
28	11	0.0878928	0.869104	1.13097	1.70231	137.125	3915.2
29	11	0.0922214	0.861471	1.13095	1.71806	137.128	3915.22
30	11	0.096663	0.853644	1.13103	1.73225	137.115	3915.13
31	11	0.101217	0.845627	1.13121	1.7449	137.085	3914.95
32	11	0.105884	0.837424	1.13148	1.75603	137.04	3914.68
33	11	0.110661	0.829039	1.13184	1.76567	136.978	3914.3
34	11	0.11555	0.820476	1.1323	1.77386	136.901	3913.84
